,demo_url,X,team_1,score,team_2,league,type,date
616,https://www.hltv.org/download/demo/56055,616,Blank,0 - 2,Bren,Asia Minor SEA Closed Qualifier - ESL One Rio 2020,bo3,7th of March 2020
617,https://www.hltv.org/download/demo/56053,617,TYLOO,2 - 0,Lynn Vision,Asia Minor Greater China Closed Qualifier - ESL One Rio 2020,bo3,7th of March 2020
618,https://www.hltv.org/download/demo/56054,618,Wubbalubbadubdub,0 - 2,R-Stars,Asia Minor Greater China Closed Qualifier - ESL One Rio 2020,bo3,7th of March 2020
619,https://www.hltv.org/download/demo/56052,619,Bren,1 - 2,Beyond,Asia Minor SEA Closed Qualifier - ESL One Rio 2020,bo3,7th of March 2020
620,https://www.hltv.org/download/demo/56051,620,Chiefs,2 - 1,Skyfire,Asia Minor Oceania Closed Qualifier - ESL One Rio 2020,bo3,7th of March 2020
621,https://www.hltv.org/download/demo/56049,621,BTRG,2 - 0,Blank,Asia Minor SEA Closed Qualifier - ESL One Rio 2020,bo3,7th of March 2020
622,https://www.hltv.org/download/demo/56048,622,Maple,0 - 2,HZ,Asia Minor SEA Closed Qualifier - ESL One Rio 2020,bo3,7th of March 2020
623,https://www.hltv.org/download/demo/56047,623,ViCi,2 - 1,JiJieHao,Asia Minor Greater China Closed Qualifier - ESL One Rio 2020,bo3,7th of March 2020
624,https://www.hltv.org/download/demo/56050,624,Renegades,2 - 1,AVANT,Asia Minor Oceania Closed Qualifier - ESL One Rio 2020,bo3,7th of March 2020
625,https://www.hltv.org/download/demo/56046,625,Paper Rex,0 - 2,Lucid Dream,Asia Minor SEA Closed Qualifier - ESL One Rio 2020,bo3,7th of March 2020
626,https://www.hltv.org/download/demo/56045,626,Lynn Vision,2 - 0,R-Stars,Asia Minor Greater China Closed Qualifier - ESL One Rio 2020,bo3,7th of March 2020
627,https://www.hltv.org/download/demo/56044,627,Rooster,0 - 2,ORDER,Asia Minor Oceania Closed Qualifier - ESL One Rio 2020,bo3,7th of March 2020
628,https://www.hltv.org/download/demo/56043,628,EHOME,2 - 0,OneThree,Asia Minor Greater China Closed Qualifier - ESL One Rio 2020,bo3,7th of March 2020
629,https://www.hltv.org/download/demo/56042,629,TYLOO,2 - 0,Wubbalubbadubdub,Asia Minor Greater China Closed Qualifier - ESL One Rio 2020,bo3,7th of March 2020
630,https://www.hltv.org/download/demo/56041,630,Ground Zero,2 - 0,catman,Asia Minor Oceania Closed Qualifier - ESL One Rio 2020,bo3,7th of March 2020
631,https://www.hltv.org/download/demo/56040,631,Supremacy,2 - 0,Infamous,Movistar LPG Season 3,bo3,7th of March 2020
632,https://www.hltv.org/download/demo/56039,632,Chiefs,1 - 2,Rooster,Asia Minor Oceania Closed Qualifier - ESL One Rio 2020,bo3,7th of March 2020
633,https://www.hltv.org/download/demo/56036,633,Under 21,16 - 5,In The Lab,ESEA MDL Season 33 North America,mrg,7th of March 2020
634,https://www.hltv.org/download/demo/56038,634,Divine,1 - 16,Recon 5,ESEA MDL Season 33 North America,Inf,7th of March 2020
635,https://www.hltv.org/download/demo/56037,635,ORDER,2 - 0,Skyfire,Asia Minor Oceania Closed Qualifier - ESL One Rio 2020,bo3,7th of March 2020
636,https://www.hltv.org/download/demo/56035,636,Station7,12 - 16,Triumph,ESEA MDL Season 33 North America,ovp,7th of March 2020
637,https://www.hltv.org/download/demo/56034,637,Gorillaz Pride,1 - 2,EGOBOYZ,Movistar LPG Season 3,bo3,7th of March 2020
638,https://www.hltv.org/download/demo/56033,638,AVANT,2 - 0,Ground Zero,Asia Minor Oceania Closed Qualifier - ESL One Rio 2020,bo3,7th of March 2020
639,https://www.hltv.org/download/demo/56032,639,Renegades,2 - 0,catman,Asia Minor Oceania Closed Qualifier - ESL One Rio 2020,bo3,7th of March 2020
640,https://www.hltv.org/download/demo/56030,640,Under 21,16 - 3,Divine,ESEA MDL Season 33 North America,mrg,7th of March 2020
641,https://www.hltv.org/download/demo/56029,641,Triumph,16 - 10,Inf,ESEA MDL Season 33 North America,d2,7th of March 2020
642,https://www.hltv.org/download/demo/56031,642,1WIN,1 - 2,Unique,CIS Minor Closed Qualifier - ESL One Rio 2020,bo3,6th of March 2020
643,https://www.hltv.org/download/demo/56028,643,forZe,2 - 0,pro100,CIS Minor Closed Qualifier - ESL One Rio 2020,bo3,6th of March 2020
644,https://www.hltv.org/download/demo/56027,644,Espada,2 - 0,HellRaisers,CIS Minor Closed Qualifier - ESL One Rio 2020,bo3,6th of March 2020
645,https://www.hltv.org/download/demo/56026,645,Hard Legion,2 - 0,Nemiga,CIS Minor Closed Qualifier - ESL One Rio 2020,bo3,6th of March 2020
646,https://www.hltv.org/download/demo/56025,646,Yalla,1 - 2,Camel Riders,Asia Minor Middle East Closed Qualifier - ESL One Rio 2020,bo3,6th of March 2020
647,https://www.hltv.org/download/demo/56024,647,Wisla Krakow,14 - 16,AGO,ESEA MDL Season 33 Europe,mrg,6th of March 2020
648,https://www.hltv.org/download/demo/56023,648,SG.pro,1 - 2,pro100,CIS Minor Closed Qualifier - ESL One Rio 2020,bo3,6th of March 2020
649,https://www.hltv.org/download/demo/56022,649,SpeedRunners,1 - 2,HellRaisers,CIS Minor Closed Qualifier - ESL One Rio 2020,bo3,6th of March 2020
650,https://www.hltv.org/download/demo/56021,650,Finest,2 - 1,ATK,Asia Minor Middle East Closed Qualifier - ESL One Rio 2020,bo3,6th of March 2020
651,https://www.hltv.org/download/demo/56020,651,AGO,16 - 6,GamerLegion,ESEA MDL Season 33 Europe,Inf,6th of March 2020
652,https://www.hltv.org/download/demo/56019,652,TIGER,2 - 1,D13,Asia Minor East Asia Closed Qualifier - ESL One Rio 2020,bo3,6th of March 2020
653,https://www.hltv.org/download/demo/56017,653,fbg,0 - 2,Unique,CIS Minor Closed Qualifier - ESL One Rio 2020,bo3,6th of March 2020
654,https://www.hltv.org/download/demo/56018,654,Nemiga,2 - 0,eL'quvet,CIS Minor Closed Qualifier - ESL One Rio 2020,bo3,6th of March 2020
655,https://www.hltv.org/download/demo/56016,655,Goliath,0 - 2,Aequus,Asia Minor Middle East Closed Qualifier - ESL One Rio 2020,bo3,6th of March 2020
656,https://www.hltv.org/download/demo/56015,656,PACT,16 - 4,Wisla Krakow,ESEA MDL Season 33 Europe,trn,6th of March 2020
657,https://www.hltv.org/download/demo/56014,657,MVP PK,0 - 2,D13,Asia Minor East Asia Closed Qualifier - ESL One Rio 2020,bo3,6th of March 2020
658,https://www.hltv.org/download/demo/56013,658,Big Frames,16 - 11,Oceanus,ESEA MDL Season 33 North America,d2,6th of March 2020
659,https://www.hltv.org/download/demo/56012,659,Triumph,16 - 2,New England Whalers,ESEA MDL Season 33 North America,ovp,6th of March 2020
660,https://www.hltv.org/download/demo/56011,660,Triumph,22 - 20,Big Frames,ESEA MDL Season 33 North America,nuke,6th of March 2020
661,https://www.hltv.org/download/demo/56010,661,Under 21,16 - 9,LiViD,ESEA MDL Season 33 North America,Inf,6th of March 2020
662,https://www.hltv.org/download/demo/56009,662,Monstars,14 - 16,Swole Identity,ESEA MDL Season 33 North America,trn,6th of March 2020
663,https://www.hltv.org/download/demo/56007,663,LiViD,17 - 19,Triumph,ESEA MDL Season 33 North America,Inf,6th of March 2020
664,https://www.hltv.org/download/demo/56008,664,Swole Identity,16 - 12,New England Whalers,ESEA MDL Season 33 North America,mrg,6th of March 2020
665,https://www.hltv.org/download/demo/56006,665,Isurus,0 - 2,BOOM,Americas Minor South America Closed Qualifier - ESL One Rio 2020,bo3,6th of March 2020
666,https://www.hltv.org/download/demo/56005,666,Monstars,7 - 16,Inf,ESEA MDL Season 33 North America,d2,6th of March 2020
667,https://www.hltv.org/download/demo/56004,667,eUnited,16 - 6,Divine,ESEA MDL Season 33 North America,vtg,6th of March 2020
668,https://www.hltv.org/download/demo/56003,668,Rugratz,16 - 4,Inf,ESEA MDL Season 33 North America,ovp,6th of March 2020
669,https://www.hltv.org/download/demo/56000,669,ATK,2 - 1,NASR,Asia Minor Middle East Closed Qualifier - ESL One Rio 2020,bo3,5th of March 2020
670,https://www.hltv.org/download/demo/55991,670,Orgless,2 - 1,Chaos,Flashpoint 1 Global Qualifier - Pinnacle Open,bo3,5th of March 2020
671,https://www.hltv.org/download/demo/55990,671,TeamOne,0 - 2,BOOM,Americas Minor South America Closed Qualifier - ESL One Rio 2020,bo3,5th of March 2020
672,https://www.hltv.org/download/demo/55999,672,Aequus,2 - 1,JustPassingBy,Asia Minor Middle East Closed Qualifier - ESL One Rio 2020,bo3,5th of March 2020
673,https://www.hltv.org/download/demo/55997,673,Camel Riders,2 - 1,Finest,Asia Minor Middle East Closed Qualifier - ESL One Rio 2020,bo3,5th of March 2020
674,https://www.hltv.org/download/demo/56002,674,Syman,2 - 1,Hard Legion,CIS Minor Closed Qualifier - ESL One Rio 2020,bo3,5th of March 2020
675,https://www.hltv.org/download/demo/55996,675,Yalla,2 - 0,Goliath,Asia Minor Middle East Closed Qualifier - ESL One Rio 2020,bo3,5th of March 2020
676,https://www.hltv.org/download/demo/55989,676,Spirit,2 - 0,Espada,CIS Minor Closed Qualifier - ESL One Rio 2020,bo3,5th of March 2020
677,https://www.hltv.org/download/demo/55988,677,forZe,0 - 2,Winstrike,CIS Minor Closed Qualifier - ESL One Rio 2020,bo3,5th of March 2020
678,https://www.hltv.org/download/demo/55987,678,1WIN,0 - 2,Gambit Youngsters,CIS Minor Closed Qualifier - ESL One Rio 2020,bo3,5th of March 2020
679,https://www.hltv.org/download/demo/55980,679,AGO,16 - 8,Singularity,ESEA MDL Season 33 Europe,mrg,5th of March 2020
680,https://www.hltv.org/download/demo/55978,680,HAVU,0 - 2,BIG,Flashpoint 1 Global Qualifier - Pinnacle Open,bo3,5th of March 2020
681,https://www.hltv.org/download/demo/55979,681,Movistar Riders,16 - 12,Singularity,ESEA MDL Season 33 Europe,mrg,5th of March 2020
682,https://www.hltv.org/download/demo/55995,682,JustPassingBy,1 - 2,Finest,Asia Minor Middle East Closed Qualifier - ESL One Rio 2020,bo3,5th of March 2020
683,https://www.hltv.org/download/demo/55986,683,pro100,1 - 2,Espada,CIS Minor Closed Qualifier - ESL One Rio 2020,bo3,5th of March 2020
684,https://www.hltv.org/download/demo/56001,684,Hard Legion,2 - 1,Unique,CIS Minor Closed Qualifier - ESL One Rio 2020,bo3,5th of March 2020
685,https://www.hltv.org/download/demo/55994,685,Goliath,2 - 1,NASR,Asia Minor Middle East Closed Qualifier - ESL One Rio 2020,bo3,5th of March 2020
686,https://www.hltv.org/download/demo/55977,686,PACT,9 - 16,Unicorns of Love,ESEA MDL Season 33 Europe,vtg,5th of March 2020
687,https://www.hltv.org/download/demo/55993,687,Yalla,2 - 1,ATK,Asia Minor Middle East Closed Qualifier - ESL One Rio 2020,bo3,5th of March 2020
688,https://www.hltv.org/download/demo/55985,688,HellRaisers,0 - 2,Winstrike,CIS Minor Closed Qualifier - ESL One Rio 2020,bo3,5th of March 2020
689,https://www.hltv.org/download/demo/55984,689,Syman,2 - 0,fbg,CIS Minor Closed Qualifier - ESL One Rio 2020,bo3,5th of March 2020
690,https://www.hltv.org/download/demo/55983,690,Gambit Youngsters,2 - 0,eL'quvet,CIS Minor Closed Qualifier - ESL One Rio 2020,bo3,5th of March 2020
691,https://www.hltv.org/download/demo/55992,691,Camel Riders,2 - 1,Aequus,Asia Minor Middle East Closed Qualifier - ESL One Rio 2020,bo3,5th of March 2020
692,https://www.hltv.org/download/demo/55976,692,Illuminar,4 - 16,Japaleno,ESEA MDL Season 33 Europe,ovp,5th of March 2020
693,https://www.hltv.org/download/demo/55982,693,Spirit,2 - 0,SG.pro,CIS Minor Closed Qualifier - ESL One Rio 2020,bo3,5th of March 2020
694,https://www.hltv.org/download/demo/55981,694,Nemiga,0 - 2,1WIN,CIS Minor Closed Qualifier - ESL One Rio 2020,bo3,5th of March 2020
695,https://www.hltv.org/download/demo/55974,695,PACT,4 - 16,GamerLegion,ESEA MDL Season 33 Europe,trn,5th of March 2020
696,https://www.hltv.org/download/demo/55975,696,forZe,2 - 0,SpeedRunners,CIS Minor Closed Qualifier - ESL One Rio 2020,bo3,5th of March 2020
697,https://www.hltv.org/download/demo/55972,697,Wisla Krakow,14 - 16,Sprout,ESEA MDL Season 33 Europe,trn,5th of March 2020
698,https://www.hltv.org/download/demo/55971,698,TIGER,0 - 2,Mazaalai,Asia Minor East Asia Closed Qualifier - ESL One Rio 2020,bo3,5th of March 2020
699,https://www.hltv.org/download/demo/55968,699,Eimi Fukada FC,1 - 2,Paradox,ESL Australia & NZ Championship Season 10,bo3,5th of March 2020
700,https://www.hltv.org/download/demo/55966,700,GamerLegion,16 - 6,Illuminar,ESEA MDL Season 33 Europe,mrg,5th of March 2020
701,https://www.hltv.org/download/demo/55970,701,Ignis,0 - 2,MVP PK,Asia Minor East Asia Closed Qualifier - ESL One Rio 2020,bo3,5th of March 2020
702,https://www.hltv.org/download/demo/55965,702,i sleep,17 - 19,FURY,ESEA MDL Season 33 Australia,vtg,5th of March 2020
703,https://www.hltv.org/download/demo/55963,703,Shidiots,0 - 2,Rooster,LPL Pro League Season 4,bo3,5th of March 2020
704,https://www.hltv.org/download/demo/55969,704,D13,2 - 0,Updraft,Asia Minor East Asia Closed Qualifier - ESL One Rio 2020,bo3,5th of March 2020
705,https://www.hltv.org/download/demo/55973,705,EHOME,2 - 0,Invictus,Huya Pro League - Spring 2020,bo3,5th of March 2020
706,https://www.hltv.org/download/demo/55964,706,Airborne,4 - 16,AVANT,ESEA MDL Season 33 Australia,Inf,5th of March 2020
707,https://www.hltv.org/download/demo/55962,707,Paradox,2 - 1,MARKandLARRY,LPL Pro League Season 4,bo3,5th of March 2020
708,https://www.hltv.org/download/demo/55967,708,Skyfire,0 - 2,Rooster,ESL Australia & NZ Championship Season 10,bo3,5th of March 2020
709,https://www.hltv.org/download/demo/55961,709,Triumph,14 - 16,Recon 5,ESEA MDL Season 33 North America,nuke,5th of March 2020
710,https://www.hltv.org/download/demo/55959,710,Copenhagen Flames,1 - 2,Chaos,Flashpoint 1 Global Qualifier - Pinnacle Open,bo3,5th of March 2020
711,https://www.hltv.org/download/demo/55960,711,LiViD,16 - 10,New England Whalers,ESEA MDL Season 33 North America,nuke,5th of March 2020
712,https://www.hltv.org/download/demo/55958,712,TeamOne,2 - 0,paiN,Americas Minor South America Closed Qualifier - ESL One Rio 2020,bo3,5th of March 2020
713,https://www.hltv.org/download/demo/55957,713,Imperial,1 - 2,BOOM,Americas Minor South America Closed Qualifier - ESL One Rio 2020,bo3,5th of March 2020
714,https://www.hltv.org/download/demo/55956,714,Swole Identity,11 - 16,Triumph,ESEA MDL Season 33 North America,Inf,5th of March 2020
715,https://www.hltv.org/download/demo/55955,715,Mythic,16 - 9,In The Lab,ESEA MDL Season 33 North America,nuke,5th of March 2020
716,https://www.hltv.org/download/demo/55954,716,Under 21,16 - 10,Station7,ESEA MDL Season 33 North America,Inf,5th of March 2020
717,https://www.hltv.org/download/demo/55953,717,Recon 5,16 - 5,New England Whalers,ESEA MDL Season 33 North America,nuke,5th of March 2020
718,https://www.hltv.org/download/demo/55952,718,LiViD,16 - 7,Inf,ESEA MDL Season 33 North America,trn,5th of March 2020
719,https://www.hltv.org/download/demo/55951,719,Swole Identity,13 - 16,In The Lab,ESEA MDL Season 33 North America,trn,5th of March 2020
720,https://www.hltv.org/download/demo/55950,720,Bad News Bears,16 - 12,eUnited,ESEA MDL Season 33 North America,nuke,5th of March 2020
721,https://www.hltv.org/download/demo/55949,721,Triumph,16 - 12,Rugratz,ESEA MDL Season 33 North America,Inf,5th of March 2020
722,https://www.hltv.org/download/demo/55948,722,LiViD,10 - 16,Station7,ESEA MDL Season 33 North America,mrg,5th of March 2020
723,https://www.hltv.org/download/demo/55947,723,Big Frames,16 - 12,Inf,ESEA MDL Season 33 North America,mrg,5th of March 2020
724,https://www.hltv.org/download/demo/55946,724,Divine,15 - 19,Mythic,ESEA MDL Season 33 North America,ovp,5th of March 2020
725,https://www.hltv.org/download/demo/55944,725,DETONA,0 - 2,BIG,Flashpoint 1 Global Qualifier - Pinnacle Open,bo3,4th of March 2020
726,https://www.hltv.org/download/demo/55945,726,RED Canids,2 - 0,Isurus,Americas Minor South America Closed Qualifier - ESL One Rio 2020,bo3,4th of March 2020
727,https://www.hltv.org/download/demo/55943,727,Redemption POA,0 - 2,Chaos,Flashpoint 1 Global Qualifier - Pinnacle Open,bo3,4th of March 2020
728,https://www.hltv.org/download/demo/55941,728,Spirit,19 - 16,Japaleno,ESEA MDL Season 33 Europe,d2,4th of March 2020
729,https://www.hltv.org/download/demo/55940,729,BIG,2 - 0,AVEZ,Flashpoint 1 Global Qualifier - Pinnacle Open,bo3,4th of March 2020
730,https://www.hltv.org/download/demo/55942,730,AGO,16 - 9,PACT,ESEA MDL Season 33 Europe,Inf,4th of March 2020
731,https://www.hltv.org/download/demo/55939,731,Wisla Krakow,12 - 16,Singularity,ESEA MDL Season 33 Europe,nuke,4th of March 2020
732,https://www.hltv.org/download/demo/55937,732,Singularity,14 - 16,Illuminar,ESEA MDL Season 33 Europe,mrg,4th of March 2020
733,https://www.hltv.org/download/demo/55936,733,PACT,8 - 16,Japaleno,ESEA MDL Season 33 Europe,ovp,4th of March 2020
734,https://www.hltv.org/download/demo/55938,734,Spirit,16 - 12,Sprout,ESEA MDL Season 33 Europe,nuke,4th of March 2020
735,https://www.hltv.org/download/demo/55932,735,Wisla Krakow,14 - 16,Unicorns of Love,ESEA MDL Season 33 Europe,nuke,4th of March 2020
736,https://www.hltv.org/download/demo/55935,736,Ignis,0 - 2,Mazaalai,Asia Minor East Asia Closed Qualifier - ESL One Rio 2020,bo3,4th of March 2020
737,https://www.hltv.org/download/demo/55934,737,Aim4R,1 - 2,Updraft,Asia Minor East Asia Closed Qualifier - ESL One Rio 2020,bo3,4th of March 2020
738,https://www.hltv.org/download/demo/55933,738,TIGER,2 - 0,D13,Asia Minor East Asia Closed Qualifier - ESL One Rio 2020,bo3,4th of March 2020
739,https://www.hltv.orgNA,739,ikarus,0 - 1,MVP PK,Asia Minor East Asia Closed Qualifier - ESL One Rio 2020,bo3,4th of March 2020
740,https://www.hltv.org/download/demo/55925,740,AVANT,2 - 0,Paradox,ESL Australia & NZ Championship Season 10,bo3,4th of March 2020
741,https://www.hltv.org/download/demo/55928,741,Esper,13 - 16,Incept,ESEA MDL Season 33 Australia,vtg,4th of March 2020
742,https://www.hltv.org/download/demo/55931,742,MVP PK,0 - 2,D13,Asia Minor East Asia Closed Qualifier - ESL One Rio 2020,bo3,4th of March 2020
743,https://www.hltv.org/download/demo/55930,743,Mazaalai,2 - 0,Updraft,Asia Minor East Asia Closed Qualifier - ESL One Rio 2020,bo3,4th of March 2020
744,https://www.hltv.org/download/demo/55929,744,Ignis,2 - 0,Aim4R,Asia Minor East Asia Closed Qualifier - ESL One Rio 2020,bo3,4th of March 2020
745,https://www.hltv.org/download/demo/55927,745,Formidable,9 - 16,Ground Zero,ESEA MDL Season 33 Australia,nuke,4th of March 2020
746,https://www.hltv.org/download/demo/55926,746,Skyfire,16 - 6,Esper,ESEA MDL Season 33 Australia,ovp,4th of March 2020
747,https://www.hltv.orgNA,747,TIGER,1 - 0,ikarus,Asia Minor East Asia Closed Qualifier - ESL One Rio 2020,bo3,4th of March 2020
748,https://www.hltv.org/download/demo/55924,748,Chiefs,2 - 0,Eimi Fukada FC,ESL Australia & NZ Championship Season 10,bo3,4th of March 2020
749,https://www.hltv.org/download/demo/55923,749,Copenhagen Flames,1 - 2,HAVU,Flashpoint 1 Global Qualifier - Pinnacle Open,bo3,4th of March 2020
750,https://www.hltv.org/download/demo/55921,750,Imperial,0 - 2,Isurus,Americas Minor South America Closed Qualifier - ESL One Rio 2020,bo3,4th of March 2020
751,https://www.hltv.org/download/demo/55922,751,Monstars,16 - 19,In The Lab,ESEA MDL Season 33 North America,trn,4th of March 2020
752,https://www.hltv.org/download/demo/55920,752,Sharks,0 - 2,paiN,Americas Minor South America Closed Qualifier - ESL One Rio 2020,bo3,4th of March 2020
753,https://www.hltv.org/download/demo/55919,753,TeamOne,0 - 2,RED Canids,Americas Minor South America Closed Qualifier - ESL One Rio 2020,bo3,4th of March 2020
754,https://www.hltv.org/download/demo/55917,754,DETONA,0 - 2,Orgless,Flashpoint 1 Global Qualifier - Pinnacle Open,bo3,4th of March 2020
755,https://www.hltv.org/download/demo/55918,755,LiViD,17 - 19,Oceanus,ESEA MDL Season 33 North America,nuke,4th of March 2020
756,https://www.hltv.org/download/demo/55916,756,Recon 5,16 - 12,Inf,ESEA MDL Season 33 North America,trn,4th of March 2020
757,https://www.hltv.org/download/demo/55915,757,Monstars,15 - 19,Under 21,ESEA MDL Season 33 North America,Inf,4th of March 2020
758,https://www.hltv.org/download/demo/55912,758,Triumph,16 - 7,Divine,ESEA MDL Season 33 North America,ovp,4th of March 2020
759,https://www.hltv.org/download/demo/55914,759,BOOM,2 - 0,W7M,Americas Minor South America Closed Qualifier - ESL One Rio 2020,bo3,4th of March 2020
760,https://www.hltv.org/download/demo/55911,760,eUnited,16 - 10,Recon 5,ESEA MDL Season 33 North America,vtg,4th of March 2020
761,https://www.hltv.org/download/demo/55910,761,Mythic,12 - 16,Bad News Bears,ESEA MDL Season 33 North America,ovp,4th of March 2020
762,https://www.hltv.orgNA,762,HAVU,28 - 26,Chaos,Flashpoint 1 Global Qualifier - Pinnacle Open,ovp,4th of March 2020
763,https://www.hltv.org/download/demo/55909,763,Rugratz,16 - 3,Mythic,ESEA MDL Season 33 North America,vtg,4th of March 2020
764,https://www.hltv.org/download/demo/55913,764,paiN,1 - 2,Isurus,Americas Minor South America Closed Qualifier - ESL One Rio 2020,bo3,3rd of March 2020
765,https://www.hltv.org/download/demo/55908,765,Sharks,1 - 2,Imperial,Americas Minor South America Closed Qualifier - ESL One Rio 2020,bo3,3rd of March 2020
766,https://www.hltv.org/download/demo/55907,766,BOOM,0 - 2,TeamOne,Americas Minor South America Closed Qualifier - ESL One Rio 2020,bo3,3rd of March 2020
767,https://www.hltv.org/download/demo/55905,767,W7M,0 - 2,RED Canids,Americas Minor South America Closed Qualifier - ESL One Rio 2020,bo3,3rd of March 2020
768,https://www.hltv.org/download/demo/55906,768,Copenhagen Flames,16 - 7,Redemption POA,Flashpoint 1 Global Qualifier - Pinnacle Open,trn,3rd of March 2020
769,https://www.hltv.org/download/demo/55904,769,AVEZ,14 - 16,Orgless,Flashpoint 1 Global Qualifier - Pinnacle Open,nuke,3rd of March 2020
770,https://www.hltv.org/download/demo/55903,770,Spirit,4 - 16,AGO,ESEA MDL Season 33 Europe,mrg,3rd of March 2020
771,https://www.hltv.org/download/demo/55901,771,Movistar Riders,16 - 6,Illuminar,ESEA MDL Season 33 Europe,Inf,3rd of March 2020
772,https://www.hltv.org/download/demo/55900,772,AGO,16 - 13,Japaleno,ESEA MDL Season 33 Europe,mrg,3rd of March 2020
773,https://www.hltv.org/download/demo/55902,773,BIG,11 - 16,DETONA,Flashpoint 1 Global Qualifier - Pinnacle Open,d2,3rd of March 2020
774,https://www.hltv.org/download/demo/55899,774,Illuminar,12 - 16,PACT,ESEA MDL Season 33 Europe,ovp,3rd of March 2020
775,https://www.hltv.org/download/demo/55896,775,GamerLegion,16 - 8,Nordavind,ESEA MDL Season 33 Europe,ovp,3rd of March 2020
776,https://www.hltv.org/download/demo/55898,776,Ground Zero,2 - 0,Rooster,ESL Australia & NZ Championship Season 10,bo3,3rd of March 2020
777,https://www.hltv.org/download/demo/55897,777,ORDER,2 - 1,Skyfire,ESL Australia & NZ Championship Season 10,bo3,3rd of March 2020
778,https://www.hltv.org/download/demo/55895,778,Triumph,16 - 8,Oceanus,ESEA MDL Season 33 North America,nuke,3rd of March 2020
779,https://www.hltv.org/download/demo/55894,779,In The Lab,4 - 16,LiViD,ESEA MDL Season 33 North America,nuke,3rd of March 2020
780,https://www.hltv.org/download/demo/55893,780,Triumph,16 - 13,Mythic,ESEA MDL Season 33 North America,ovp,3rd of March 2020
781,https://www.hltv.org/download/demo/55892,781,Bad News Bears,16 - 3,In The Lab,ESEA MDL Season 33 North America,trn,3rd of March 2020
782,https://www.hltv.org/download/demo/55891,782,Illuminar,7 - 16,Unicorns of Love,ESEA MDL Season 33 Europe,Inf,2nd of March 2020
783,https://www.hltv.org/download/demo/55890,783,AGO,6 - 16,Demolition Crew,ESEA MDL Season 33 Europe,d2,2nd of March 2020
784,https://www.hltv.org/download/demo/55889,784,Illuminar,5 - 16,HellRaisers,ESEA MDL Season 33 Europe,Inf,2nd of March 2020
785,https://www.hltv.org/download/demo/55888,785,Airborne,12 - 16,TRIDENT,ESEA MDL Season 33 Australia,d2,2nd of March 2020
786,https://www.hltv.org/download/demo/55887,786,AVANT,16 - 11,Ground Zero,ESEA MDL Season 33 Australia,nuke,2nd of March 2020
787,https://www.hltv.org/download/demo/55886,787,Swole Identity,16 - 6,Oceanus,ESEA MDL Season 33 North America,d2,2nd of March 2020
788,https://www.hltv.org/download/demo/55885,788,Inf,5 - 16,Bad News Bears,ESEA MDL Season 33 North America,ovp,2nd of March 2020
789,https://www.hltv.org/download/demo/55884,789,Chaos,9 - 16,Bad News Bears,ESEA MDL Season 33 North America,d2,2nd of March 2020
790,https://www.hltv.org/download/demo/55883,790,Sinisters,0 - 2,9z,Aorus League 2020 #1 Southern Cone,bo3,1st of March 2020
791,https://www.hltv.org/download/demo/55882,791,Hard Legion,1 - 2,HellRaisers,LEGENDS.BET L33T Cup,bo3,1st of March 2020
792,https://www.hltv.org/download/demo/55881,792,G2,0 - 3,Natus Vincere,IEM Katowice 2020,bo5,1st of March 2020
793,https://www.hltv.org/download/demo/55880,793,Wings,2 - 1,Global,ILG Cup Season 3,bo3,1st of March 2020
794,https://www.hltv.org/download/demo/55876,794,Global,16 - 13,Umumba,ILG Cup Season 3,Inf,1st of March 2020
795,https://www.hltv.org/download/demo/55875,795,Wings,25 - 23,Global,ILG Cup Season 3,trn,1st of March 2020
796,https://www.hltv.org/download/demo/55879,796,Paradox,2 - 0,Skyfire,ESL Australia & NZ Championship Season 10 Qualifier 2,bo3,1st of March 2020
797,https://www.hltv.org/download/demo/55878,797,Lucid,0 - 2,Skyfire,ESL Australia & NZ Championship Season 10 Qualifier 2,bo3,1st of March 2020
798,https://www.hltv.org/download/demo/55870,798,Incept,3 - 16,Rooster,ESEA MDL Season 33 Australia,ovp,1st of March 2020
799,https://www.hltv.org/download/demo/55874,799,LevelZero,16 - 19,Umumba,ILG Cup Season 3,nuke,1st of March 2020
800,https://www.hltv.org/download/demo/55877,800,Paradox,2 - 1,Lucid,ESL Australia & NZ Championship Season 10 Qualifier 2,bo3,1st of March 2020
801,https://www.hltv.org/download/demo/55873,801,Global,16 - 13,Umumba,ILG Cup Season 3,Inf,1st of March 2020
802,https://www.hltv.org/download/demo/55871,802,Wings,16 - 3,LevelZero,ILG Cup Season 3,ovp,1st of March 2020
803,https://www.hltv.org/download/demo/55869,803,9z,2 - 1,Rysix,Aorus League 2020 #1 Southern Cone,bo3,29th of February 2020
804,https://www.hltv.org/download/demo/55868,804,Sinisters,2 - 1,Duck Nutz,Aorus League 2020 #1 Southern Cone,bo3,29th of February 2020
805,https://www.hltv.org/download/demo/55866,805,Natus Vincere,2 - 0,Astralis,IEM Katowice 2020,bo3,29th of February 2020
806,https://www.hltv.org/download/demo/55867,806,HAVU,2 - 1,SJ,LanTrek 2020,bo3,29th of February 2020
807,https://www.hltv.org/download/demo/55865,807,fnatic,1 - 2,G2,IEM Katowice 2020,bo3,29th of February 2020
808,https://www.hltv.org/download/demo/55863,808,forZe,1 - 2,Spirit,WESG 2019 Russia Finals,bo3,29th of February 2020
